Ingredient name,Role in formulation
CASSIA ITALICA LEAF POWDER,SKIN CONDITIONING
CASSIA NOMAME LEAF/STEM POWDER ,HUMECTANT
CASSIA OBTUSIFOLIA SEED POWDER ,HUMECTANT
CASSYTHA FILIFORMIS POWDER,"ANTI-SEBUM, ANTIOXIDANT, PRESERVATIVE, SKIN CONDITIONING, SKIN PROTECTING"
CASTANEA CRENATA PELLICLE POWDER,ABRASIVE
CASTANEA CRENATA SHELL POWDER,ABRASIVE
CASTANOPSIS CUSPIDATA LEAF EXTRACT,SKIN CONDITIONING
CASTOR OIL PROPANEDIOL ESTERS ,"HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT, SURFACTANT - EMULSIFYING"
CASTORYL MALEATE,SKIN CONDITIONING
CATALASE,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS"
CATHARANTHUS ROSEUS CALLUS CONDITIONED MEDIA,SKIN CONDITIONING - MISCELLANEOUS
CATHARANTHUS ROSEUS CALLUS CULTURE EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CAULERPA MICROPHYSA EXTRACT,"SKIN CONDITIONING, SKIN PROTECTING"
CAULOPHYLLUM THALICTROIDES RHIZOME/ROOT,SKIN CONDITIONING
CAULOPHYLLUM THALICTROIDES ROOT EXTRACT,ANTIOXIDANT
CAVIAR WATER,SKIN CONDITIONING
CD ALCOHOL 19,"SOLVENT, VISCOSITY CONTROLLING"
CECROPIA PELTATA LEAF EXTRACT,SKIN CONDITIONING
CEDRENE,PERFUMING
CEDRENOL,PERFUMING
CEDRENONE,PERFUMING
CEDROL,"FRAGRANCE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CEDROL METHYL ETHER,PERFUMING
CEDRUS ATLANTICA BARK WATER,"PERFUMING, SKIN CONDITIONING"
CEDRUS ATLANTICA OIL/EXTRACT,FRAGRANCE
CEDRYL FORMATE,PERFUMING
CEIBA PENTANDRA FIBER POWDER,
CELESTOLIDE,PERFUMING
CELLOBIOSE OCTANONANOATE,VISCOSITY CONTROLLING
CELLULASE,"KERATOLYTIC, ORAL CARE, VISCOSITY CONTROLLING"
CELLULOSE,"ABSORBENT, BULKING, OPACIFYING, VISCOSITY CONTROLLING"
CELLULOSE DIALDEHYDE,SKIN CONDITIONING
CELLULOSE SUCCINATE,"HUMECTANT, OPACIFYING, SKIN CONDITIONING"
CENTAUREA CYANUS CALLUS LYSATE EXTRACT,SKIN PROTECTING
CENTAUREA CYANUS FLOWER,SKIN CONDITIONING
CENTAUREA CYANUS FLOWER WATER,SKIN CONDITIONING
CENTAUREA CYANUS SEED,ABRASIVE
CENTELLA ASIATICA CALLUS CONDITIONED MEDIA,SKIN CONDITIONING
CENTELLA ASIATICA CALLUS CULTURE ,"ANTIOXIDANT, SKIN CONDITIONING"
CENTELLA ASIATICA CALLUS CULTURE LYSATE,SKIN CONDITIONING
CENTELLA ASIATICA CALLUS EXTRACELLULAR VESICLES,"ANTIMICROBIAL, ANTIOXIDANT"
CENTELLA ASIATICA LEAF,SKIN CONDITIONING
CENTELLA ASIATICA LEAF WATER,SKIN CONDITIONING
CENTELLA ASIATICA LEAF/STEM POWDER,HAIR CONDITIONING
CENTELLA ASIATICA MERISTEM CELL CULTURE,"ANTIOXIDANT, SKIN PROTECTING"
CENTELLA ASIATICA OIL,"ANTIMICROBIAL, ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
CENTELLA ASIATICA/CHAMOMILLA RECUTITA (MATRICARIA) FLOWER/(CAMELLIA SINENSIS/ROSMARINUS OFFICINALIS /ZEA MAYS LEAF)/(GLYCYRRHIZA GLABRA/POLYGONUM CUSPIDATUM/SCUTELLARIA BAICALENSIS ROOT) EXTRACT ,SKIN PROTECTING
CENTELLA ASIATICA/CHAMOMILLA RECUTITA FLOWER/LEAF)/EXTRACT,SKIN PROTECTING
CENTELLA ASIATICA/LINDERA OTUSILOBA BRANCH EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
CENTELLA ASIATICA/PAEONIA LACTIFLORA EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CENTIPEDA MINIMA EXTRACT,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CENTIPEDA MINIMA FLOWER/LEAF/STEM EXTRACT,HAIR CONDITIONING
CEPHALINS,SKIN CONDITIONING
CEPHALIPINS,SKIN CONDITIONING - MISCELLANEOUS
CERACEOMYCES TESSULATUS MYCELIUM EXTRACT,"ANTIOXIDANT, HUMECTANT"
CERAMIC EXTRACT,SKIN CONDITIONING
CERAMIDE NP STEARATE,SKIN PROTECTING
CERASUS YOUKOU FLOWER POWDER,SKIN CONDITIONING
CERASUS YOUKOU LEAF POWDER,SKIN CONDITIONING
CERATONIA SILIQUA GUM,"BINDING, EMULSION STABILISING, FILM FORMING, FRAGRANCE, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING"
CEREBROSIDES,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CERESIN,"ANTISTATIC, BINDING, EMULSION STABILISING, HAIR CONDITIONING, OPACIFYING, VISCOSITY CONTROLLING"
CEREUS GRANDIFLORUS FLOWER POWDER,EXFOLIATING
CEREUS GRANDIFLORUS SEED POWDER,"ABSORBENT, ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
CEREUS JAMACARU FRUIT JUICE,SKIN CONDITIONING
CERIA/SILICA,UV ABSORBER
CERIA/SILICA TALC,UV ABSORBER
CERIPORIA LACERATA MYCELIUM,SKIN CONDITIONING
CERIPORIA LACERATA/POTATO STARCH/DEFATTED SOYBEAN FERMENT FILTRATE,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING"
CERIPORIA LAMARITUS FERMENT FILTRATE,SKIN CONDITIONING - MISCELLANEOUS
CERIUM OXIDE,OPACIFYING
CEROTIC ACID,VISCOSITY CONTROLLING
CETALKONIUM CHLORIDE,"ANTIMICROBIAL, ANTISTATIC, PRESERVATIVE"
CETAMIDO LYSINAMIDO POLYASPARTIC ACID,SKIN CONDITIONING
CETEARALKONIUM BROMIDE,"ANTIMICROBIAL, ANTISTATIC, PRESERVATIVE"
CETEARAMIDOETHYL DIETHONIUM HYDROLYZED KERATIN,HAIR CONDITIONING
CETEARAMIDOETHYL DIETHONIUM HYDROLYZED RICE PROTEIN,
CETEARAMIDOETHYL DIETHONIUM HYDROLYZED WHEAT PROTEIN,HAIR CONDITIONING
CETEARAMIDOETHYL DIETHONIUM ISOSTEAROYL HYDROLYZED PEA PROTEIN,HAIR CONDITIONING
CETEARAMIDOETHYL DIETHONIUM ISOSTEAROYL HYDROLYZED SILK,HAIR CONDITIONING
CETEARAMIDOETHYLDIETHONIUM SUCCINOYL HYDROLYZED COLLAGEN,HAIR CONDITIONING
CETEARAMIDOETHYLDIETHONIUM SUCCINOYL HYDROLYZED KERATIN,HAIR CONDITIONING
CETEARAMIDOETHYLDIETHONIUM SUCCINOYL HYDROLYZED PEA PROTEIN,"ANTISTATIC, CLEANSING, SURFACTANT - CLEANSING"
CETEARAMIDOETHYLDIETHONIUM SUCCINOYL HYDROLYZED SILK,HAIR CONDITIONING
CETEARAMIDOETHYLDIETHONIUM SUCCINOYL HYDROLYZED SOY PROTEIN,HAIR CONDITIONING
CETEARDIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
CETEARETH-10,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-10 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-100,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-11,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-12,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-13,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-14,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-15,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-16,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-17,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-18,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-2,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-2 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-20,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-20 METHACRYLATE,NOT REPORTED
CETEARETH-22,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING"
CETEARETH-23,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-24,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-25,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-25 CARBOXYLIC ACID,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-25 METHACRYLATE,NOT REPORTED
CETEARETH-27,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-28,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-29,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-3,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-30,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-33,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-34,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-4,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-4 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-40,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-5,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-5 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-50,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-55,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-6,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-6 OLIVATE,"EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT - EMULSIFYING"
CETEARETH-60,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-7,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-8,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARETH-80,"CLEANSING, SURFACTANT - CLEANSING"
CETEARETH-9,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARTRIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING, PRESERVATIVE"
CETEARYL ALCOHOL,"EMULSION STABILISING, OPACIFYING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
CETEARYL BEHENATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CETEARYL BETAINATE MESYLATE,HAIR CONDITIONING
CETEARYL CANDELILLATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CETEARYL ETHYLHEXANOATE,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETEARYL METHACRYLATE,NAIL CONDITIONING
CETEARYL METHICONE,SKIN CONDITIONING
CETEARYL NONANOATE,SKIN CONDITIONING - EMOLLIENT
CETEARYL OLIVATE,"EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SLIP MODIFIER, SURFACTANT - EMULSIFYING"
CETEARYL PALMATE,"SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING"
CETEARYL PHOSPHATE,SKIN CONDITIONING
CETEARYL RICE BRANATE,SKIN CONDITIONING
CETEARYL WHEAT BRAN GLYCOSIDES,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETEARYL WHEAT STRAW GLYCOSIDES,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-1,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-10,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-10 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING"
CETETH-12,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-13,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-14,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-15,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-150,"CLEANSING, SURFACTANT - CLEANSING"
CETETH-16,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-17,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-18,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-2,SURFACTANT - EMULSIFYING
CETETH-20,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-20 ITACONATE,NOT REPORTED
CETETH-20 METHACRYLATE,NOT REPORTED
CETETH-20 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING"
CETETH-23,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-24,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-25,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-3,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-30,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-4,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-40,"CLEANSING, SURFACTANT - CLEANSING"
CETETH-45,"CLEANSING, SURFACTANT - CLEANSING"
CETETH-5,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-6,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-7,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETH-8 PHOSPHATE,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETETHYLDIMONIUM BROMIDE,"ANTIMICROBIAL, ANTISTATIC, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-10,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-11,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-15,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-18,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-2,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-20,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-22,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-24,"CLEANSING, SURFACTANT - CLEANSING"
CETOLETH-25,"CLEANSING, SURFACTANT - CLEANSING"
CETOLETH-30,"CLEANSING, SURFACTANT - CLEANSING"
CETOLETH-4,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-5,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETOLETH-6,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETONAL,PERFUMING
CETRIMONIUM BROMIDE,"ANTIMICROBIAL, ANTISTATIC, PRESERVATIVE, SURFACTANT - EMULSIFYING"
CETRIMONIUM CHLORIDE,"ANTIMICROBIAL, ANTISTATIC, PRESERVATIVE, SURFACTANT - EMULSIFYING"
CETRIMONIUM SACCHARINATE,"ANTIMICROBIAL, ANTISTATIC, HAIR CONDITIONING"
CETRIMONIUM TOSYLATE,"ANTIMICROBIAL, ANTISTATIC, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETYL ALCOHOL,"EMULSION STABILISING, FRAGRANCE, OPACIFYING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
CETYL BABASSUATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING"
CETYL BEHENATE,
CETYL C12-15 ALKETH-8 CARBOXYLATE,SKIN CONDITIONING - EMOLLIENT
CETYL C12-15-ALKETH-9 CARBOXYLATE,SKIN CONDITIONING - EMOLLIENT
CETYL DIMETHYLBUTYL ETHER,SKIN CONDITIONING
CETYL DIMETHYLOCTANOATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETYL DODECENYLSUCCINATE,EMULSION STABILISING
CETYL ETHYLHEXANOATE,SKIN CONDITIONING - EMOLLIENT
CETYL LAURATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING"
CETYL METHACRYLATE,NOT REPORTED
CETYL NIACINAMIDE RIBOSIDE CHLORIDE,"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETYL NICOTINATE RIBOSIDE CHLORIDE,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETYL PCA,SKIN CONDITIONING
CETYL PHOSPHATE,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CETYL PPG-2 ISODECETH-7 CARBOXYLATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETYL PYRROLIDONYLMETHYL DIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
CETYL TALLOWATE,SKIN CONDITIONING
CETYL TRANEXAMATE HCL,SKIN CONDITIONING
CETYL TRANEXAMATE MESYLATE,SKIN CONDITIONING - MISCELLANEOUS
CETYL TRIMETHOXYSILANE,NOT REPORTED
CETYL-PG HYDROXYETHYL DECANAMIDE,SKIN CONDITIONING
CETYL-PG HYDROXYETHYL PALMITAMIDE,SKIN CONDITIONING
CETYL/LAURYL/MYRISTYL HYDROXYSULTAINE,HAIR CONDITIONING
CETYLAMINE HYDROFLUORIDE,"ANTIPLAQUE, ORAL CARE"
CETYLARACHIDOL,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETYLDIMETHYLAMINE HYDROLYZED HEMPSEEDATE,"HAIR CONDITIONING, SKIN CONDITIONING"
CETYLDIMETHYLSILOXY TRIMETHYLSILOXYSILICATE,SKIN PROTECTING
CETYLDIMONIUM ETHYL CETYL PHOSPHATE,"HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CETYLHYDROXYPROLINE PALMITAMIDE,SKIN CONDITIONING
CETYLPYRIDINIUM CHLORIDE,"ANTIMICROBIAL, ANTISTATIC, DEODORANT, ORAL CARE"
CHAENOMELES SINENSIS BRANCH EXTRACT,SKIN CONDITIONING - HUMECTANT
CHAENOMELES SINENSIS SEED EXTRACT,SKIN CONDITIONING
CHALAZA/EGG YOLK EXTRACT,"HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CHALK,"ABRASIVE, ABSORBENT, BULKING, OPACIFYING, VISCOSITY CONTROLLING"
CHAMAECYPARIS OBTUSA FRUIT/LEAF/WOOD OIL,"ANTIOXIDANT, BLEACHING, SKIN CONDITIONING - EMOLLIENT, SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING"
CHAMAECYPARIS OBTUSA LEAF WATER,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
CHAMAECYPARIS OBTUSA POWDER,EXFOLIATING
CHAMAECYPARIS OBTUSA WATER,FRAGRANCE
CHAMAZULENE,SKIN CONDITIONING
CHAMOMILLA RECUTITA (MATRICARIA) FLOWER JUICE,SKIN CONDITIONING
CHAMOMILLA RECUTITA FLOWER,SKIN CONDITIONING
CHAMOMILLA RECUTITA FLOWER POWDER,SKIN CONDITIONING
CHAMOMILLA RECUTITA FLOWER WATER,FRAGRANCE
CHAMOMILLA RECUTITA MERISTEM CELL CULTURE ,SKIN CONDITIONING - MISCELLANEOUS
CHAMOMILLA VULGARIS FLOWER,SKIN CONDITIONING
CHARCOAL,"ABRASIVE, ABSORBENT, DEODORANT, OPACIFYING"
CHARCOAL POWDER,"ABRASIVE, ABSORBENT, OPACIFYING"
CHELIDONINE,SKIN CONDITIONING
CHENOPODIUM FORMOSANUM HUSK EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
CHENOPODIUM QUINOA HUSK POWDER ,COLORANT
CHENOPODIUM QUINOA SEED,"ABRASIVE, SKIN CONDITIONING"
CHENOPODIUM QUINOA STARCH,"EMULSION STABILISING, VISCOSITY CONTROLLING"
CHICKEN EMBRYONIC FIBROBLAST CONDITIONED MEDIA,SKIN CONDITIONING
CHICKEN EMBRYONIC MESENCHYMAL CELL-DERIVED EXTRACELLULAR VESICLES,"HAIR CONDITIONING, SKIN CONDITIONING - HUMECTANT, SKIN CONDITIONING - MISCELLANEOUS"
CHICKEN EXTRAEMBRYONIC MEMBRANE CELL CONDITIONED MEDIA,"HUMECTANT, SKIN CONDITIONING - HUMECTANT, SKIN CONDITIONING - MISCELLANEOUS"
CHICKEN LEG EXTRACT,SKIN CONDITIONING - HUMECTANT
CHICKEN NEURAL CELL CONDITIONED MEDIA,SKIN CONDITIONING
CHICKEN PLURIPOTENT PRIMORDIAL GERM CELL CONDITIONED MEDIA,SKIN CONDITIONING
CHILIADENUS GLUTINOSUS FLOWER/LEAF EXTRACT,ANTIOXIDANT
CHIMONANTHUS SALICIFOLIUS LEAF EXTRACT,"HUMECTANT, SKIN CONDITIONING"
CHIMYL ALCOHOL,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING"
CHINESE HAMSTER OVARY CELL CONDITIONED MEDIA,"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
CHIONANTHUS RETSUS FLOWER/ELAEAGNUS MULTIFLORA FRUIT EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CHIONANTHUS RETUSUS FLOWER/LEAF/SEED EXTRACT,"HUMECTANT, SKIN CONDITIONING"
CHITIN,"ABRASIVE, BULKING"
CHITOSAN,"FILM FORMING, HAIR FIXING"
CHITOSAN ADIPATE,FILM FORMING
CHITOSAN ARGININAMIDE,"ANTIPLAQUE, CLEANSING, SURFACTANT - CLEANSING"
CHITOSAN ASCORBATE,"ANTIOXIDANT, FILM FORMING, SKIN CONDITIONING"
CHITOSAN BENZAMIDE,"ANTIMICROBIAL, SKIN PROTECTING"
CHITOSAN CAPRYLAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CHITOSAN COCAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,"FILM FORMING, HAIR CONDITIONING"
CHITOSAN FORMATE,FILM FORMING
CHITOSAN GLUTATHIONAMIDE,"FILM FORMING, SKIN CONDITIONING, SKIN PROTECTING"
CHITOSAN HYDROXYPROPYLTRIMONIUM CHLORIDE,"HAIR CONDITIONING, HUMECTANT"
CHITOSAN ISOSTEARAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHITOSAN LAURAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,"SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHITOSAN LAURAMIDE SUCCINAMIDE,"EMULSION STABILISING, HAIR CONDITIONING"
CHITOSAN LAUROYL GLYCINATE,"EMULSION STABILISING, HAIR CONDITIONING, HUMECTANT"
CHITOSAN NITRATE,FILM FORMING
CHITOSAN PCA,"FILM FORMING, HUMECTANT, SKIN CONDITIONING"
CHITOSAN PCA PALMITAMIDE SUCCINAMIDE,"SKIN CONDITIONING, SURFACTANT - EMULSIFYING"
CHITOSAN RICE BRANAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHITOSAN SALICYLATE,"ANTIOXIDANT, FILM FORMING, SKIN CONDITIONING"
CHITOSAN STEARAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHITOSAN SUCCINAMIDE,FILM FORMING
CHITOSAN TRIMONIUM CHLORIDE,"ANTIMICROBIAL, ANTIOXIDANT, BINDING, FILM FORMING, VISCOSITY CONTROLLING"
CHITOSAN/CELLULOSE CROSSPOLYMER,FILM FORMING
CHLAMYDOMONAS ACIDOPHILA EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CHLAMYDOMONAS R-(OLIGOPEPTIDE-91 SH-POLYPEPTIDE-11 SH-POLYPEPTIDE-1 SH-POLYPEPTIDE-11),"SKIN CONDITIONING, VISCOSITY CONTROLLING"
CHLORAMINE T,ANTIMICROBIAL
CHLORELLA FERMENT FILTRATE,SKIN PROTECTING
CHLORELLA PROTOTHECOIDES,"ABRASIVE, HAIR CONDITIONING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
CHLORELLA PROTOTHECOIDES EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CHLORELLA PYRENOIDOSA POWDER,SKIN CONDITIONING
CHLORELLA SP. HS2 EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CHLORELLA VULGARIS LYSATE FILTRATE,SKIN CONDITIONING - MISCELLANEOUS
CHLORELLA VULGARIS OIL,"SKIN CONDITIONING - EMOLLIENT, SKIN CONDITIONING - HUMECTANT"
CHLORELLA VULGARIS POWDER,SKIN CONDITIONING - MISCELLANEOUS
CHLORELLA VULGARIS SH-OLIGOPEPTIDE-1,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
CHLORELLA VULGARIS SH-POLYPEPTIDE-14,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CHLORELLETH-20,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHLORHEXIDINE,"ANTIMICROBIAL, ORAL CARE, PRESERVATIVE"
CHLORHEXIDINE DIGLUCONATE,"ANTIMICROBIAL, ORAL CARE, PRESERVATIVE"
CHLORHEXIDINE DIHYDROCHLORIDE,"ANTIMICROBIAL, ORAL CARE, PRESERVATIVE"
CHLORHEXIDINE DIUNDECYLENATE ,"ANTIMICROBIAL, DEODORANT, ORAL CARE"
