0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,,,,,
Rhus Javanica Fruit Extract,Rhus Javanica Fruit Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhus Semialata Gall Extract,Rhus Semialata Gall Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Rhus Semialata Leaf/Stem Extract,Rhus Semialata Leaf/Stem Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhus Semialata Leaf Extract,Rhus Semialata Leaf Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhus Typhina Leaf Extract,Rhus Typhina Leaf Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhus Semialata Root Extract,Rhus Semialata Root Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhus Verniciflua Extract,Rhus Verniciflua Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhus Verniciflua Bark Extract,Rhus Verniciflua Bark Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Ribes Nigrum Bud Extract,Ribes Nigrum Bud Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rhyolite Extract,Rhyolite Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Ribes Nigrum Callus Extract,Ribes Nigrum Callus Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Rhynchosia Nulubilis Seed Extract,Rhynchosia Nulubilis Seed Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Ribes Grossularia Fruit Extract,Ribes Grossularia Fruit Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Ribes Nigrum Fruit Extract,Ribes Nigrum Fruit Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Ribes Nigrum Leaf Extract,Ribes Nigrum Leaf Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Ribes Nigrum Seed Extract,Ribes Nigrum Seed Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Ribes Nigrum Leaf Oil,Ribes Nigrum Leaf Oil,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Ribes Nigrum Bud Oil,Ribes Nigrum Bud Oil,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Ribes Nigrum Fruit Oil,Ribes Nigrum Fruit Oil,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Ribes Nigrum Seed Oil,Ribes Nigrum Seed Oil,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Ribes Rubrum Callus Extract,Ribes Rubrum Callus Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Ribes Uva-Crispa Fruit Extract,Ribes Uva-Crispa Fruit Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Ribes Rubrum Fruit Extract,Ribes Rubrum Fruit Extract,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Ribes Rubrum Seed Oil,Ribes Rubrum Seed Oil,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Rice Bran Oil/Hydrogenated Rice Bran Oil Esters,Rice Bran Oil/Hydrogenated Rice Bran Oil Esters,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Rice Bran Wax Ethyl Esters,Rice Bran Wax Ethyl Esters,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Rice Ferment Filtrate,Rice Ferment Filtrate,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Ferment Filtrate/Persicaria Tinctoria Leaf Ferment Filtrate,Rice Ferment Filtrate/Persicaria Tinctoria Leaf Ferment Filtrate,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Ferment Lees,Rice Ferment Lees,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Oil Glycereth-8 Esters,Rice Oil Glycereth-8 Esters,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Rice Rh-Oligopeptide-2,Rice Rh-Oligopeptide-2,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Rice Rh-Polypeptide-45,Rice Rh-Polypeptide-45,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Sh-Oligopeptide-1,Rice Sh-Oligopeptide-1,,Low risk,Low,Active,,CosIng Inventory,0,,,,,,,1.0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1.0,,1.0,,0.2,,3.0,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,6.0,0.2,0.0,0.2,6.0,0.0,3.0,1.0,0.2,,,,Manual,,,Active
Rice Sh-Oligopeptide-2,Rice Sh-Oligopeptide-2,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Sh-Polypeptide-1,Rice Sh-Polypeptide-1,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Sh-Polypeptide-3,Rice Sh-Polypeptide-3,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Rice Sh-Polypeptide-9 Dimer,Rice Sh-Polypeptide-9 Dimer,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
Ricinodendron Rautenenii Seed Oil,Ricinodendron Rautenenii Seed Oil,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Rice Bran Oil Polyglyceryl-3 Esters,Rice Bran Oil Polyglyceryl-3 Esters,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,,,,,,,"Emollient, Humectant, Solvent"
Rice Oil Diglyceryl Esters,Rice Oil Diglyceryl Esters,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,,,,,,,"Emollient, Humectant, Solvent"
